order_number,departure_date,route,itinerary,carrier,operating_carriers,supplier,flight_type,device,no_of_pax,total_margin,channel_fee,total_purchase,ancillary_margin,commission,overrides,surcharge,date
BIT-4446046,2023-05-12,Tunisia - Malta,TUN-MLA-TUN,TU,UG | UG,TXNL,Return,Desktop,2,-9.425148599999993,-14.1664,354.16,0.0,0.0,0.0,0.0,2023-04-12
BIT-4446089,2023-06-27,Italy - Morocco,MXP-CMN-MXP,AZ,AT | AT,TXIT,Return,Mobile,1,-10.36861380000001,-14.7172,365.67,0.0,2.26,0.0,0.0,2023-04-12
BIT-4446091,2023-05-03,Italy - Italy,NAP-MXP,FR,FR,TF,One Way,Mobile,1,-6.623263199999999,-5.0,19.39,0.0,0.0,0.0,0.0,2023-04-12
BIT-4446111,2023-04-15,Australia - Australia,PER-DRW,VA,VA,TXTRIPIT,One Way,Mobile,1,4.45555282500001,-15.4451,358.109925,0.0,0.0,0.0,21.78,2023-04-12
BIT-4446116,2023-04-12,Italy - Italy,CTA-LIN-CTA,AZ,AZ|AZ,TXIT,Return,Mobile,2,-11.314101,-15.6184,488.58,0.0,3.38,0.0,0.0,2023-04-12
BIT-4446123,2023-05-01,Italy - Italy,AHO-LIN,AZ,AZ,TXUS,One Way,Mobile,1,-6.801550118100032,-5.0,173.6442471,0.0,0.0,0.0,0.0,2023-04-12
BIT-4446143,2023-04-22,Italy - Italy,FCO-PMO-FCO,AZ,AZ|FR,TXIT,Return,Mobile,1,-4.213847999999996,-5.0,180.72,0.0,1.0,0.0,0.0,2023-04-12
BIT-4446154,2023-06-15,Italy - Italy,LIN-PMO-LIN,AZ,AZ | AZ,TXIT,Return,Mobile,1,-4.120734899999995,-5.0,152.59,0.0,0.62,0.0,0.0,2023-04-12
BIT-4446204,2023-04-14,Italy - Italy,CTA-FCO-CTA,AZ,AZ|FR,TXIT,Return,Desktop,2,12.37656090000003,-15.744,395.1199999999999,25.98,2.48,0.0,0.0,2023-04-12
BIT-4446220,2023-04-22,Italy - Italy,PMO-LIN,AZ,AZ,TXIT,One Way,Desktop,2,-4.357915500000007,-5.0,136.46,0.0,0.48,0.0,0.0,2023-04-12
BIT-4446226,2023-04-13,Italy - Morocco,TRN-CMN,AT,AT,TXIT,One Way,Desktop,1,-6.445428299999989,-5.0,182.8,0.0,1.05,4.157999999999999,0.0,2023-04-12
BIT-4446232,2023-05-19,Italy - Italy,TRS-FCO-TRS,AZ,AZ|AZ,TXIT,Return,Mobile,2,-5.092609200000069,-5.0,305.1800000000001,0.0,1.14,0.0,0.0,2023-04-12
BIT-4446237,2023-04-18,Italy - Italy,LIN-NAP-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-3.379469700000004,-5.0,197.02,0.0,1.1,0.0,0.0,2023-04-12
BIT-4446256,2023-06-08,Italy - Italy,FCO-CAG-CIA,AZ,AZ|FR,TXIT,Return,Desktop,2,5.284496999999998,-10.4384,259.64,15.0,1.32,0.0,0.0,2023-04-12
BIT-4446547,2023-04-19,Italy - Italy,SUF-LIN-SUF,AZ,AZ|AZ,TXIT,Return,Desktop,1,-4.084439999999992,-5.0,219.82,0.0,1.43,0.0,0.0,2023-04-12
BIT-4447174,2023-04-23,Italy - Italy,LIN-NAP,W6,ULENDO AIRLINK,TF,One Way,Mobile,3,-13.37249699999999,-6.749600000000001,229.35,0.0,0.0,0.0,-4.4,2023-04-12
BIT-4446550,2023-05-05,Italy - Italy,TRN-CTA-TRN,FR,FR | FR,TF,Return,Desktop,1,-13.959888,-5.0,114.25,0.0,0.0,0.0,-8.25,2023-04-12
BIT-4446559,2023-04-12,Italy - Italy,GOA-FCO-CAG-FCO-GOA,AZ,AZ | AZ | AZ | AZ,TXIT,Return,Desktop,1,-1.44532559999999,-18.0,446.47,0.0,3.99,0.0,0.0,2023-04-12
BIT-4446994,2023-04-15,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-6.088545299999995,-5.0,79.03999999999999,0.0,0.34,0.0,0.0,2023-04-12
BIT-4447025,2023-05-08,Italy - Italy,FCO-SUF-FCO,AZ,AZ | AZ,TXUS,Return,Mobile,1,-4.026085079999997,-5.0,126.58878,0.0,0.0,0.0,0.0,2023-04-12
BIT-4447064,2023-04-19,Tunisia - Tunisia,TUN-DJE,TU,UG,TXNL,One Way,Mobile,1,-2.390913900000001,-5.0,79.71,0.0,0.0,0.0,0.0,2023-04-12
BIT-4447069,2023-04-23,Italy - Italy,CTA-BGY-CTA,FR,FR | FR,TF,Return,Mobile,2,36.0101013,-5.0,192.24,26.78,0.0,0.0,0.0,2023-04-12
BIT-4447071,2023-07-06,Italy - Italy,FCO-TRS,AZ,AZ,TXIT,One Way,Desktop,2,-5.539269,-5.0,113.18,0.0,0.02,0.0,0.0,2023-04-12
BIT-4447075,2023-04-13,Italy - Tunisia,FCO-TUN,AZ,AZ,TXIT,One Way,Mobile,2,-14.9888838,-18.0,495.68,0.0,2.94,3.0229,0.0,2023-04-12
BIT-4446978,2023-04-18,Italy - Italy,BRI-FCO-TRN,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.687723599999997,-5.0,68.91999999999999,0.0,0.31,0.0,0.0,2023-04-12
BIT-4447080,2023-05-13,Italy - Italy,LIN-BRI,AZ,AZ,TXIT,One Way,Mobile,1,-5.703859799999998,-5.0,51.68,0.0,0.07,0.0,0.0,2023-04-12
BIT-4447097,2023-08-30,Italy - Indonesia,VCE-IST-CGK-IST-VCE,TK,TK | TK | TK | TK,TXUS,Return,Desktop,2,6.095003568000116,-18.0,2096.236812,0.0,0.0,66.7481,0.0,2023-04-12
BIT-4447100,2023-05-29,Malta - Italy,MLA-LIN,KM,KM   ,TXNL,One Way,Mobile,1,-0.5086340999999999,-5.0,65.53,0.0,0.0,1.918,0.0,2023-04-12
BIT-4447130,2023-08-23,Italy - Italy,PMO-LIN,AZ,AZ,TXIT,One Way,Desktop,1,5.231924999999988,-5.0,158.27,9.99,1.2,0.0,0.0,2023-04-12
BIT-4447151,2023-06-23,Italy - Italy,LIN-PMO-MXP,AZ,AZ|FR,TXIT,Return,Mobile,1,-9.264702900000005,-9.636,240.08,0.0,0.82,0.0,0.0,2023-04-12
BIT-4447155,2023-07-06,Italy - Italy,LIN-CTA,AZ,AZ,TXIT,One Way,Desktop,1,-5.471329799999997,-5.0,83.44,0.0,0.31,0.0,0.0,2023-04-12
BIT-4447163,2023-06-06,Italy - Egypt,FCO-RMF-FCO,NO,NO|NO,TXUS,Return,Desktop,1,-13.01515419719999,-14.6364,406.2949452,0.0,6.4762086,19.0401,0.0,2023-04-12
BIT-4447094,2023-05-26,Italy - Italy,LIN-SUF-MXP,AZ,AZ|FR,TXIT,Return,Desktop,2,-4.201210500000016,-5.0,154.48,0.0,0.14,0.0,0.0,2023-04-12
BIT-4446970,2023-06-12,Thailand - Italy,BKK-AUH-FCO-NAP,EY,EY | EY | AZ,TXUS,One Way,Desktop,5,17.60124714000032,-18.0,2771.19351,0.0,0.0,0.0,0.0,2023-04-12
BIT-4446966,2023-08-16,Portugal - Portugal,PIX-TER,S4,SP,TXNL,One Way,Desktop,1,-0.006167100000003586,-5.0,80.92,0.0,3.8,0.0,0.0,2023-04-12
BIT-4446925,2023-08-11,Portugal - Portugal,PDL-PIX,S4,SP,TXNL,One Way,Desktop,1,-2.111675700000003,-5.0,82.02,0.0,3.55,0.0,0.0,2023-04-12
BIT-4446570,2023-08-02,Italy - Indonesia,MXP-AUH-CGK-AUH-MXP,EY,EY | EY | EY | EY,TXUS,Return,Desktop,1,-11.00488766099987,-18.0,1429.260711,0.0,0.0,0.0,0.0,2023-04-12
BIT-4446638,2023-05-22,Italy - Mauritius,LIN-CDG-MRU-CDG-LIN,MK,AF | AF | AF | AF,TXIT,Return,Desktop,2,-4.096571999999985,-18.0,1872.88,0.0,0.0,0.0,0.0,2023-04-12
BIT-4446651,2023-04-27,Italy - Italy,SUF-FCO-CAG,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-3.85625729999999,-5.0,105.43,0.0,0.68,0.0,0.0,2023-04-12
BIT-4446723,2023-06-08,Australia - Romania,SYD-CGK-IST-CLJ-BLQ-IST-SIN-SYD,TK,QF | TK | TK | TK | TK | QF,TXAUS,Return,Desktop,2,84.9201295280401,-18.0,3002.19532836,0.0,145.94022036,0.0,0.02,2023-04-12
BIT-4446743,2023-04-19,Tunisia - Italy,TUN-FCO-TUN,AZ,AZ | AZ,TXGR,Return,Desktop,1,1.878640199999998,-9.9164,236.78,0.0,1.13,1.334,0.0,2023-04-12
BIT-4446756,2023-05-27,Italy - Italy,LIN-CTA-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-4.200806099999991,-5.0,97.8,0.0,0.18,0.0,0.0,2023-04-12
BIT-4446761,2023-04-17,Italy - Italy,BDS-LIN-MXP-BDS,AZ,AZ|FR,TXIT,Return,Desktop,1,-8.573077799999997,-9.7924,242.77,0.0,2.04,0.0,0.0,2023-04-12
BIT-4446788,2023-04-29,Italy - Italy,TRN-FCO,AZ,AZ,TXIT,One Way,Desktop,1,3.548407800000004,-5.0,92.77,4.2,0.48,0.0,0.0,2023-04-12
BIT-4446792,2023-08-08,Italy - Mauritius,MXP-DXB-MRU-DXB-MXP,MK,EK | EK | EK | EK,TXIT,Return,Desktop,1,72.57089429999986,-18.0,1057.61,69.98,0.0,0.0,3.39,2023-04-12
BIT-4446797,2023-04-26,Italy - Italy,BRI-VRN-BRI,FR,FR | FR,TF,Return,Desktop,5,-39.20223270000007,-18.0,1313.02,0.0,0.0,0.0,4.699999999999999,2023-04-12
BIT-4446799,2023-06-06,Italy - Italy,NAP-LIN,AZ,AZ,TXIT,One Way,Desktop,1,-5.397830099999997,-5.0,66.71,0.0,0.17,0.0,0.0,2023-04-12
BIT-4446854,2023-04-14,Italy - Spain,BLQ-MAD,IB,YW,TXIT,One Way,Mobile,1,-7.638509399999994,-5.0,138.59,0.0,0.12,0.0,0.0,2023-04-12
BIT-4446876,2023-06-17,Italy - Italy,CAG-LIN-CAG,AZ,AZ|AZ,TXIT,Return,Mobile,2,-7.676017500000007,-9.2496,284.54,0.0,2.2,0.0,0.0,2023-04-12
BIT-4446890,2023-04-28,Italy - Italy,TRN-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-4.707418199999995,-5.0,90.97,0.0,0.48,0.0,0.0,2023-04-12
BIT-4446893,2023-05-13,Nigeria - Qatar,ABV-DOH-FCO,QR,QR | QR,TXNL,One Way,Desktop,1,14.2993818,-18.0,800.86,30.0,0.0,18.3778,0.0,2023-04-12
BIT-4446556,2023-05-28,Malta - Belgium,MLA-BRU,KM,KM   ,TXNL,One Way,Mobile,1,-0.3295859999999978,-5.0,101.8,0.0,0.0,4.384,0.0,2023-04-12
BIT-4448387,2023-07-16,Italy - Italy,LIN-PMO,AZ,AZ,TXIT,One Way,Desktop,1,-4.490154299999999,-5.0,100.25,0.0,0.5,0.0,0.0,2023-04-12
BIT-4447723,2023-05-10,Peru - Peru,CUZ-PEM,LA,LA,LIMPE,One Way,Desktop,4,-5.896442763599999,-5.0,137.5598076,0.0,0.1100772,0.0,2.64,2023-04-12
BIT-4448393,2023-08-13,Colombia - Colombia,MDE-BOG-ADZ,LA,LA | LA,AVICO,One Way,Desktop,2,-1.077393694409982,-5.0,88.88743130999998,0.0,0.81403269,0.0,1.7,2023-04-12
BIT-4448663,2023-06-19,Chile - Chile,SCL-ARI,LA,LA,TXUS,One Way,Desktop,1,-7.298586936,-5.0,45.498576,0.0,0.0,0.0,0.0,2023-04-12
BIT-4448665,2023-04-17,Italy - Western Sahara,BLQ-CMN-VIL,AT,AT | AT,VOYCA,One Way,Mobile,1,-5.004579600089992,-5.0,172.68861519,0.0,7.28463141,0.0,0.0,2023-04-12
BIT-4448673,2023-08-10,Colombia - Colombia,PEI-BOG-CTG,LA,LA | LA,AVICO,One Way,Desktop,2,0.1136942696400012,-5.0,103.15830276,0.0,0.8039129399999999,0.0,3.02,2023-04-12
BIT-4448684,2023-06-21,Spain - Italy,MAD-LIN-MAD,IB,IB | IB,TXIT,Return,Desktop,1,-5.261850599999995,-5.0,167.48,0.0,0.12,0.0,0.0,2023-04-12
BIT-4448691,2023-06-01,Italy - Italy,FCO-TRS-FCO,AZ,AZ | AZ,TXIT,Return,Mobile,1,-4.175935500000003,-5.0,92.21000000000001,0.0,0.02,0.0,0.0,2023-04-12
BIT-4448700,2023-08-26,Singapore - Italy,SIN-PVG-MXP,CA,CA | CA,TXSG,One Way,Mobile,4,10.88982554880001,-18.0,2494.9412592,0.0,96.09656,0.0,0.0,2023-04-12
BIT-4448701,2023-04-28,Italy - Italy,TRS-FCO-TRS,AZ,AZ | AZ,TXIT,Return,Mobile,1,-4.708833600000004,-5.0,175.34,0.0,0.82,0.0,0.0,2023-04-12
BIT-4448713,2023-05-19,Italy - Italy,REG-LIN-REG,AZ,AZ|AZ,TXIT,Return,Desktop,2,-6.773801100000012,-10.6496,365.66,0.0,2.08,0.0,0.0,2023-04-12
BIT-4448733,2023-05-08,Italy - Brazil,MXP-GRU-GIG-GRU-MXP,LA,LA | LA | LA | LA,VENT,Return,Desktop,1,41.86550999999989,-18.0,1173.64,27.0,0.0,0.0,46.63,2023-04-12
BIT-4448760,2023-05-10,Italy - Italy,MXP-BRI-LIN,FR,FR|AZ,TF,Return,Mobile,1,19.59297780000001,-5.0,114.66,20.6,0.15,0.0,0.73,2023-04-12
BIT-4448762,2023-05-19,Italy - Italy,FCO-CAG-CIA,AZ,AZ|FR,TXGR,Return,Mobile,1,-5.507927999999996,-5.0,70.72,0.0,0.15,0.0,0.0,2023-04-12
BIT-4448771,2023-05-19,Italy - Italy,FCO-CAG-CIA,AZ,AZ|FR,TXGR,Return,Mobile,2,-5.738132700000009,-5.0,147.55,0.0,0.45,0.0,-10.26,2023-04-12
BIT-4448774,2023-05-15,Tunisia - Israel,TUN-AMM-TLV,RJ,RJ | RJ,TXGR,One Way,Desktop,1,-8.993249400000012,-9.0,200.25,0.0,5.39,0.0,0.0,2023-04-12
BIT-4448786,2023-05-19,Tunisia - Italy,TUN-NAP,TU,UG,TXNL,One Way,Desktop,2,1.388305200000004,-5.0,150.02,0.0,0.0,0.0,0.0,2023-04-12
BIT-4448390,2023-05-08,Italy - Italy,BDS-FCO,AZ,AZ,TXIT,One Way,Mobile,1,-5.439584399999998,-5.0,52.4,0.0,0.21,0.0,0.0,2023-04-12
BIT-4448645,2023-04-19,Italy - Italy,BDS-LIN-BDS,AZ,AZ|AZ,TXIT,Return,Mobile,1,-12.06830699999997,-14.5444,410.76,0.0,3.6,0.0,0.0,2023-04-12
BIT-4448631,2023-04-26,Italy - Turkey,BGY-SAW-BGY,TK,TK|TK,TXUS,Return,Mobile,2,-13.24961399399993,-9.0,360.8697539999999,0.0,0.0,1.0549,0.0,2023-04-12
BIT-4446207,2023-04-18,Italy - Italy,VCE-PMO,FR,FR,TF,One Way,Mobile,2,-7.609190400000001,-5.0,74.16,0.0,0.0,0.0,-1.170000000000002,2023-04-12
BIT-4448624,2023-04-26,Italy - Italy,CTA-FCO-CTA,FR,FR|AZ,TF,Return,Desktop,2,-4.727941499999986,-5.0,248.74,0.0,0.36,0.0,0.0,2023-04-12
BIT-4448629,2023-05-07,Italy - Italy,CAG-FCO-CAG,AZ,AZ|AZ,TXIT,Return,Desktop,3,-5.293292700000003,-5.0,286.95,0.0,1.5,0.0,0.0,2023-04-12
BIT-4448404,2023-05-03,Spain - Italy,MAD-BLQ-MAD,FR,FR|YW,TF,Return,Desktop,1,-12.6600453,-5.0,160.08,0.0,0.06,0.0,0.57,2023-04-12
BIT-4448423,2023-09-02,Thailand - Italy,BKK-AUH-FCO,EY,EY | EY,TXUS,One Way,Desktop,6,13.32101485800058,-18.0,4792.210902,0.0,0.0,0.0,0.0,2023-04-12
BIT-4448426,2023-07-19,Italy - Italy,TRN-FCO-TRN,AZ,AZ|AZ,TXUS,Return,Desktop,1,-7.630993625999972,-5.0,154.658466,0.0,0.0,0.0,0.0,2023-04-12
BIT-4448433,2023-08-08,Colombia - Colombia,BOG-PEI,LA,LA,TXUS,One Way,Desktop,2,-4.62819826199999,-5.0,108.426042,0.0,0.0,0.0,0.0,2023-04-12
BIT-4448438,2023-06-26,Italy - Italy,LIN-CAG,AZ,AZ,TXIT,One Way,Mobile,1,-4.618146900000003,-5.0,76.2,0.0,0.55,0.0,0.0,2023-04-12
BIT-4448465,2023-07-09,Spain - India,BCN-AUH-DEL-AUH-BCN,EY,EY | EY | EY | EY,TXES,Return,Desktop,1,20.97829044000008,-18.0,736.8,0.0,0.0,0.0,1.550000000000004,2023-04-12
BIT-4448406,2023-07-14,Italy - Italy,LIN-PMO-LIN,AZ,AZ | AZ,TXIT,Return,Desktop,1,-4.361352899999993,-5.0,162.59,0.0,0.62,0.0,0.0,2023-04-12
BIT-4448470,2023-04-13,Romania - Serbia,OTP-BEG,JU,JU,TXNL,One Way,Mobile,1,-4.088180700000005,-5.0,100.47,0.0,0.07,0.0,0.0,2023-04-12
BIT-4448481,2023-04-28,Italy - Italy,LIN-BRI-MXP,AZ,AZ|FR,TXIT,Return,Desktop,1,-4.639681199999984,-5.0,178.11,0.0,0.93,0.0,0.0,2023-04-12
BIT-4448483,2023-04-18,Italy - Tunisia,FCO-TUN-FCO,TU,TU | TU,ATFR,Return,Mobile,1,-3.459035399999999,-9.0,220.91,5.99,0.0,0.0,0.0,2023-04-12
BIT-4448509,2023-05-07,United States - United States,SFO-PIT,UA,UA,TXUS,One Way,Mobile,1,5.563776651000006,-9.4972,237.491559,0.0,0.0,0.0,19.01,2023-04-12
BIT-4448512,2023-07-02,Italy - Italy,CAG-FCO-BRI,AZ,AZ | AZ,TXIT,One Way,Mobile,1,-4.112141400000006,-5.0,98.73,0.0,0.57,0.0,0.0,2023-04-12
BIT-4448586,2023-07-28,Italy - Spain,BLQ-FUE-BLQ,FR,FR|NO,TF,Return,Desktop,2,7.609877475600108,-18.0,956.8409203999998,15.0,8.9529456,26.3217,4.38,2023-04-12
BIT-4448467,2023-06-01,Portugal - Canada,LIS-YUL-YHZ,AC,AC | AC,CONPT,One Way,Desktop,1,13.98769049999996,-18.0,964.34,26.0,8.16,0.0,26.0,2023-04-12
BIT-4448607,2023-06-17,Italy - Italy,CTA-FCO-LIN-CDG,AZ,AZ | AZ | AZ,TXIT,One Way,Mobile,1,-0.5590829999999936,-5.0,144.21,0.0,0.43,0.5279,0.0,2023-04-12
BIT-4450529,2023-06-16,Italy - Italy,TRN-FCO-TRN,AZ,AZ|AZ,TXUS,Return,Mobile,2,-12.679309905,-10.0465,364.225155,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450548,2023-06-11,Italy - Spain,VRN-MAH-VRN,NO,NO|NO,TXUS,Return,Desktop,2,-14.02393019939998,-18.0,788.0773454,0.0,15.0436856,44.2284,0.0,2023-04-13
BIT-4450559,2023-08-10,Malaysia - Malaysia,MZV-BKI,MH,MH,TXMY,One Way,Desktop,2,-3.997526351999997,-5.0,107.992732,0.0,0.0,2.0712,0.0,2023-04-13
BIT-4450562,2023-05-17,Italy - Italy,BLQ-FCO-CAG,AZ,AZ | AZ,TXGR,One Way,Desktop,1,-3.668615699999993,-5.0,72.80999999999999,0.0,0.29,0.0,0.0,2023-04-13
BIT-4450567,2023-06-19,Italy - Italy,NAP-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-5.646232799999992,-5.0,66.72999999999999,0.0,0.15,0.0,0.0,2023-04-13
BIT-4450608,2023-04-21,Tunisia - Italy,TUN-BLQ,TU,TU,TXNL,One Way,Mobile,2,-7.770444899999999,-10.5792,264.48,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450595,2023-04-15,Italy - Italy,PMO-FCO-LIN,AZ,AZ | AZ,TXGR,One Way,Desktop,1,-3.471066299999991,-5.0,126.29,0.0,0.79,0.0,0.0,2023-04-13
BIT-4450623,2023-06-02,Italy - Italy,CTA-AOI-CTA,FR,FR|FR,TF,Return,Desktop,3,-20.06208179999999,-9.0,201.69,0.0,0.0,0.0,-9.540000000000001,2023-04-13
BIT-4450627,2023-06-03,Italy - Italy,TRN-FCO-TRN,AZ,AZ|AZ,TXUS,Return,Desktop,2,-7.161807734999995,-5.0,212.692885,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450661,2023-04-15,Italy - Italy,MXP-BRI-LIN,U2,U2|AZ,TF,Return,Mobile,1,-4.465688099999968,-11.0832,308.33,0.0,1.86,0.0,-0.58,2023-04-13
BIT-4450581,2023-04-16,Italy - Italy,TRN-FCO,AZ,AZ,TXUS,One Way,Mobile,1,-7.625685876000017,-5.0,121.225816,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450499,2023-05-22,Italy - Italy,NAP-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-5.897466299999997,-5.0,79.07,0.0,0.31,0.0,0.0,2023-04-13
BIT-4450323,2023-05-02,Italy - Italy,MXP-CAG,FR,FR,TF,One Way,Mobile,1,-5.691929999999998,-5.0,19.47,0.0,0.0,0.0,0.53,2023-04-13
BIT-4450450,2023-04-19,Italy - Italy,SUF-LIN-SUF,AZ,AZ|AZ,TXGR,Return,Desktop,1,-4.968357299999998,-5.0,161.5,0.0,0.75,0.0,0.0,2023-04-13
BIT-4450431,2023-05-04,Italy - Tunisia,MXP-TUN-MXP,TU,TU | TU,ATFR,Return,Desktop,1,-1.050833400000002,-9.0,214.94,5.99,0.0,0.0,0.0,2023-04-13
BIT-4450424,2023-04-29,Indonesia - Philippines,DPS-MNL-DPS,PR,PR | PR,TXUS,Return,Desktop,1,37.77592426275004,-18.0,443.23188975,44.99,19.67180975,11.2129,0.0,2023-04-13
BIT-4450343,2023-04-22,Italy - Italy,LIN-FCO-BDS,AZ,AZ | AZ,TXGR,One Way,Desktop,1,-4.041472500000005,-5.0,108.79,0.0,0.57,0.0,0.0,2023-04-13
BIT-4450341,2023-05-01,Italy - Italy,LIN-BRI,AZ,AZ,TXGR,One Way,Desktop,2,-1.695952499999998,-5.0,107.36,3.98,0.14,0.0,0.0,2023-04-13
BIT-4450337,2023-04-22,Turkey - Italy,IST-BEG-MXP,JU,JU | JU,BBTR,One Way,Mobile,1,-2.840880080466024,-5.0,166.827670406,0.0,0.0,0.0,0.01,2023-04-13
BIT-4451475,2023-08-10,Italy - Vietnam,MXP-DOH-SGN-BKK-DOH-MXP,QR,QR | QR | QR | QR,TXIT,Return,Mobile,2,96.7542164999999,-18.0,2767.24,0.0,102.1,75.0269,0.0,2023-04-13
BIT-4450310,2023-05-20,Italy - Italy,LIN-NAP-MXP,AZ,AZ|FR,TXGR,Return,Mobile,2,-4.611069900000003,-5.0,147.34,0.0,0.14,0.0,0.0,2023-04-13
BIT-4450286,2023-08-29,Netherlands - Kenya,AMS-NBO-AMS,KQ,KQ | KQ,TXNL,Return,Desktop,2,-6.361211999999994,-18.0,1410.2,0.0,24.0,10.32,0.0,2023-04-13
BIT-4450264,2023-04-19,Italy - Italy,VCE-BRI-VCE,FR,FR|FR,TF,Return,Mobile,3,-15.2790408,-12.222,305.55,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450237,2023-05-15,Italy - United States,MXP-ZRH-DEN-SLC-LAS-SFO-FRA-MXP,LX,BT | WK | UA | UA | UA | LH,TXNL,Return,Desktop,2,159.8676102,-18.0,2089.56,179.98,0.0,0.0,60.0,2023-04-13
BIT-4450224,2023-04-22,Italy - Italy,PMO-FCO-PMO,AZ,AZ|FR,TXGR,Return,Mobile,1,-1.159111499999991,-5.0,111.8,3.71,0.15,0.0,0.0,2023-04-13
BIT-4450211,2023-04-21,United States - United States,EWR-MIA,UA,UA,TXUS,One Way,Desktop,2,29.78017674899999,-5.0,162.303841,0.0,0.0,0.0,38.4,2023-04-13
BIT-4450498,2023-06-26,Philippines - Indonesia,MNL-DPS,PR,PR,TXSG,One Way,Desktop,1,-1.788566236769993,-5.0,137.62230607,0.0,8.29611293,3.3066,0.0,2023-04-13
BIT-4451460,2023-04-17,Italy - Italy,NAP-LIN,AZ,AZ,TXGR,One Way,Desktop,1,5.565453899999997,-5.0,151.5,10.0,0.88,0.0,0.0,2023-04-13
BIT-4451212,2023-08-08,Italy - Portugal,MXP-MAD-OPO,IB,IB | IB,TXIT,One Way,Mobile,1,-5.552614200000002,-5.0,115.94,0.0,0.08,0.0,0.0,2023-04-13
BIT-4451431,2023-05-12,Italy - Italy,CTA-LIN,AZ,AZ,TXGR,One Way,Desktop,3,-4.418575499999987,-5.0,144.36,0.0,0.33,0.0,0.0,2023-04-13
BIT-4450697,2023-05-01,Italy - Italy,CTA-FCO,AZ,AZ,TXGR,One Way,Mobile,1,2.400012900000006,-5.0,98.49,4.2,0.54,0.0,0.0,2023-04-13
BIT-4450753,2023-05-07,United States - Italy,JFK-MXP-JFK,NO,NO | NO,TXUS,Return,Mobile,1,36.3991654915498,-18.0,606.9597689500001,0.0,10.5342313,30.9706,0.0,2023-04-13
BIT-4450761,2023-06-02,Italy - Italy,TRN-PMO,FR,FR,TF,One Way,Mobile,2,-5.5174314,-5.0,161.24,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450762,2023-05-14,Egypt - Egypt,LXR-SSH,NP,NP,TXUS,One Way,Desktop,2,-6.706043172299998,-5.0,118.6150793,0.0,0.6937622,0.0,0.0,2023-04-13
BIT-4450786,2023-04-21,Italy - Italy,PMO-FCO-PMO,AZ,AZ|AZ,TXGR,Return,Mobile,2,-7.179110999999978,-5.0,290.15,0.0,0.85,0.0,0.0,2023-04-13
BIT-4450833,2023-05-01,Italy - United States,BLQ-FCO-BOS-FCO-BLQ,AZ,AZ | AZ | AZ | AZ,TXGR,Return,Desktop,1,-3.257239799999987,-18.0,648.66,11.0,20.24,4.0332,0.0,2023-04-13
BIT-4450867,2023-05-12,Italy - Italy,LIN-REG-LIN,AZ,AZ | AZ,TXGR,Return,Desktop,1,-3.779219099999994,-5.0,151.24,0.0,0.62,0.0,0.0,2023-04-13
BIT-4450906,2023-04-18,Italy - Italy,NAP-CAG,FR,FR,TF,One Way,Mobile,1,-7.6485183,-2.99,15.42,0.0,0.0,0.0,-3.43,2023-04-13
BIT-4450935,2023-05-10,Italy - Jordan,CIA-AMM-CIA,FR,FR | FR,TF,Return,Mobile,1,-9.2175903,-5.0,131.38,0.0,0.0,0.0,-0.01,2023-04-13
BIT-4450942,2023-04-16,Italy - Italy,TRN-FCO-REG,AZ,AZ | AZ,TXGR,One Way,Desktop,1,-3.797417099999995,-5.0,111.44,0.0,0.62,0.0,0.0,2023-04-13
BIT-4450947,2023-05-29,Italy - Tunisia,MXP-TUN,TU,TU,ATFR,One Way,Mobile,1,-8.552554499999998,-5.0,153.84,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450970,2023-04-30,Spain - Spain,LPA-TFN,UX,PM,TXES,One Way,Desktop,1,-2.1630345,-5.0,53.38,0.0,0.0,0.0,0.0,2023-04-13
BIT-4451436,2023-04-20,Colombia - Colombia,BGA-BOG,LA,LA,TXUS,One Way,Mobile,1,-7.323004608000001,-5.0,56.961528,0.0,0.0,0.0,0.0,2023-04-13
BIT-4450996,2023-04-24,Italy - Italy,BRI-LIN-BRI,AZ,AZ|AZ,TXGR,Return,Mobile,1,-4.303624799999986,-5.0,243.81,0.0,1.55,0.0,0.0,2023-04-13
BIT-4451027,2023-04-28,Italy - Italy,CAG-LIN-PSR,AZ,AZ | AZ,TXGR,One Way,Desktop,1,9.850678500000006,-5.0,126.99,8.59,0.62,0.0,0.0,2023-04-13
BIT-4451070,2023-04-29,Italy - Italy,REG-LIN,AZ,AZ,TXGR,One Way,Desktop,1,-5.152258200000004,-5.0,101.49,0.0,0.63,0.0,0.0,2023-04-13
